BDCODTPLA,PLANO DE CONTAS,NUMERO CONTA,NOME CONTA,PARÂMETRO DA SIMULAÇÃO CORRESPONDENTE
7039,7039,3.1.2.01,DESPESAS ADMINISTRATIVAS,Despesas Operacionais
7040,7040,3.1.2.01.01,DESPESAS COM PESSOAL,Despesas Operacionais
7046,7046,3.1.2.01.01.06,PIS sobre Folha de Pagamento,Folha Total
7053,7053,3.1.2.01.01.13,Outras Despesas com Pessoal .,Despesas Operacionais
7058,7058,3.1.2.01.03,DESPESAS COM TRANSPORTES E VIAGENS,Despesas Operacionais
7067,7067,3.1.2.01.03.09,Outras Despesas com Transportes e Viagens .,Despesas Operacionais
7099,7099,3.1.2.01.09,DESPESAS GERAIS,Despesas Operacionais
7104,7104,3.1.2.01.09.05,Despesas Judiciais,Despesas Operacionais
7106,7106,3.1.2.01.09.07,Outras Despesas Gerais .,Despesas Operacionais
7120,7120,3.1.2.01.11,DESPESAS COM DEPRECIAÇÃO E AMORTIZAÇÃO,Despesas Operacionais
7123,7123,3.1.2.02,DESPESAS COM FINS DOUTRINÁRIOS E/OU POLÍTICOS,Despesas Operacionais
7125,7125,3.1.2.02.01.01,Despesas com Rádio e Televisão,Despesas Operacionais
7126,7126,3.1.2.02.01.02,Despesas com Eventos Promocionais,Despesas Operacionais
7127,7127,3.1.2.02.01.03,Despesas com Produções de Audiovisuais,Despesas Operacionais
7128,7128,3.1.2.02.01.04,Despesas com Pesquisas de Opinião Pública,Despesas Operacionais
7130,7130,3.1.2.02.02,DESPESAS COM CRIAÇÃO E/OU MANUTENÇÃO DE FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,Despesas Operacionais
7131,7131,3.1.2.02.03,DESPESAS COM ALISTAMENTO,Despesas Operacionais
7132,7132,3.1.2.02.04,"DESPESAS COM SEMINÁRIOS, CONGRESSOS E CONVENÇÕES",Despesas Operacionais
7133,7133,3.1.2.02.04.01,Despesas com Seminários,Despesas Operacionais
7134,7134,3.1.2.02.04.02,Despesas com Congressos,Despesas Operacionais
7135,7135,3.1.2.02.04.03,Despesas com Convenções Partidárias,Despesas Operacionais
7136,7136,3.1.2.03,DESPESAS COM FINS ELEITORAIS,Despesas Operacionais
7137,7137,3.1.2.03.01,DESPESAS COM PESSOAL,Despesas Operacionais
7143,7143,3.1.2.03.01.06,PIS sobre Folha de Pagamento,Folha Total
7150,7150,3.1.2.03.01.13,Outras Despesas com Pessoal .,Despesas Operacionais
7155,7155,3.1.2.03.03,DESPESAS COM TRANSPORTES E VIAGENS,Despesas Operacionais
7163,7163,3.1.2.03.03.08,Outras Despesas com Transportes e Viagens .,Despesas Operacionais
7192,7192,3.1.2.03.08,DESPESAS GERAIS,Despesas Operacionais
7197,7197,3.1.2.03.08.05,Despesas Judiciais,Despesas Operacionais
7199,7199,3.1.2.03.08.07,Outras Despesas Gerais,Despesas Operacionais
1112,1112,2.1.1.02.02.03,PIS a Recolher,
1309,1309,2.1.1.03.02,ARRENDAMENTO MERCANTIL,Receita Total
1307,1307,2.1.1.03.02.01,Arrendamento Mercantil,Receita Total
1306,1306,2.1.1.03.02.99,(-) Encargos Financeiros sobre Arrendamento Mercantil a Apropriar,Receita Total
6715,6715,2.1.2.02.02.03,PIS a Recolher,
7213,7213,3.1.2.03.10,DESPESAS DIVERSAS,Despesas Operacionais
7214,7214,3.1.2.03.10.01,Despesas de Rádio e Televisão,Despesas Operacionais
7215,7215,3.1.2.03.10.02,Despesas com Comitês Financeiros,Despesas Operacionais
7216,7216,3.1.2.03.10.03,Despesas com Comícios,Despesas Operacionais
7217,7217,3.1.2.03.10.04,Despesas com Eventos Promocionais,Despesas Operacionais
7222,7222,3.1.2.03.10.09,Outras Despesas de Campanha Eleitoral,Despesas Operacionais
7228,7228,3.1.2.04.01,DESPESAS FINANCEIRAS,Despesas Operacionais
7234,7234,3.1.2.04.01.06,Outras Despesas Financeiras .,Despesas Operacionais
7235,7235,3.1.2.05,DESPESAS COM CRIAÇÃO E MANUTENÇÃO DE PROGRAMAS DE PROMOÇÃO E DIFUSÃO DA PARTICIPAÇÃO POLÍTICA DAS MU,Despesas Operacionais
7236,7236,3.1.2.06,OUTRAS DESPESAS OPERACIONAIS,Despesas Operacionais
7238,7238,3.1.2.06.02,Outras Despesas Operacionais .,Despesas Operacionais
7239,7239,3.2,OUTRAS DESPESAS,Despesas Operacionais
7243,7243,4,RECEITAS,Receita Total
7244,7244,4.1,RECEITAS OPERACIONAIS,Receita Total
7245,7245,4.1.1,RECEITAS OPERACIONAIS - FUNDO PARTIDÁRIO,Receita Total
7248,7248,4.1.1.02,RECEITAS DE SOBRAS DE CAMPANHA - FINANCEIRAS - FUNDO PARTIDÁRIO ? A PARTIR DO PLEITO DE 2010,Receita Total
7261,7261,4.1.1.05,RECEITAS FINANCEIRAS,Receita Total
7262,7262,4.1.1.05.01,JUROS E OUTRAS RENDAS,Receita Total
7264,7264,4.1.1.05.01.02,Outras Receitas Financeiras .,Receita Total
7265,7265,4.1.1.06,OUTRAS RECEITAS DO FUNDO PARTIDÁRIO,Receita Total
7266,7266,4.1.1.06.01,OUTRAS RECEITAS DIVERSAS DO FUNDO PARTIDÁRIO,Receita Total
7268,7268,4.1.2,RECEITAS OPERACIONAIS - OUTROS RECURSOS,Receita Total
7269,7269,4.1.2.01,RECEITAS DE DOAÇÕES,Receita Total
7276,7276,4.1.2.02,RECEITAS DE CONTRIBUIÇÕES,Receita Total
7284,7284,4.1.2.03.01.03,Em Cartão de Crédito,
7297,7297,4.1.2.05,RECEITAS FINANCEIRAS,Receita Total
6733,6733,2.1.2.03.02,ARRENDAMENTO MERCANTIL,Receita Total
6734,6734,2.1.2.03.02.01,Arrendamento Mercantil,Receita Total
6735,6735,2.1.2.03.02.99,(-) Encargos Financeiros sobre Arrendamento Mercantil a Apropriar,Receita Total
6787,6787,2.2.1.03.02,ARRENDAMENTO MERCANTIL .,Receita Total
7298,7298,4.1.2.05.01,JUROS E OUTRAS RENDAS,Receita Total
7303,7303,4.1.2.05.01.05,Outras Receitas Financeiras .,Receita Total
7304,7304,4.1.2.06,RECEITAS DE SOBRAS DE CAMPANHA - FINANCEIRAS - OUTROS RECURSOS ? A PARTIR DO PLEITO DE 2010,Receita Total
7308,7308,4.1.2.07,RECEITAS DE SOBRAS DE CAMPANHA - BENS PERMANENTES ESTIMÁVEIS - OUTROS RECURSOS ? A PARTIR DO PLEITO ,Receita Mercadorias
7312,7312,4.1.3,OUTRAS RECEITAS OPERACIONAIS,Receita Total
7313,7313,4.1.3.01,OUTRAS RECEITAS DIVERSAS,Receita Total
7314,7314,4.1.3.01.01,Venda de Materiais de Divulgação,Receita Total
7317,7317,4.1.3.01.04,Venda de Publicações,Receita Total
7318,7318,4.1.3.01.05,Rendimentos de Cartões de Crédito,
7319,7319,4.1.3.01.06,Receitas com Eventos Realizados,Receita Total
7321,7321,4.2,OUTRAS RECEITAS,Receita Total
7033,7033,3.1.1.05,DESPESAS COM CRIAÇÃO E/OU MANUTENÇÃO DE PROGRAMAS DE PROMOÇÃO E DIFUSÃO DA PARTICIPAÇÃO POLÍTICA DAS,Despesas Operacionais
7252,7252,4.1.1.03,RECEITAS DE SOBRAS DE CAMPANHA - BENS PERMANENTES ESTIMÁVEIS - FUNDO PARTIDÁRIO ? A PARTIR DO PLEITO,Receita Mercadorias
9,9,1.1.1.02.01.01,Outros Créditos a Receber,
64,64,1.1.1.05,DESPESAS ANTECIPADAS,Despesas Operacionais
65,65,1.1.1.05.01,DESPESAS DIVERSAS PAGAS ANTECIPADAMENTE,Despesas Operacionais
69,69,1.1.1.05.01.04,Outras Despesas Pagas Antecipadamente a Apropriar,Despesas Operacionais
82,82,1.1.2.02,CRÉDITOS,
9,9,1.01.02.01,Títulos de Renda Fixa Vinculados à Cobertura de Provisões Técnicas,Receita Total
10,10,1.01.02.02,Títulos de Renda Fixa Não Vinculados à Cobertura de Provisões Técnicas,Receita Total
11,11,1.01.02.03,Títulos de Renda Variável Vinculados à Cobertura de Provisões Técnicas,Receita Total
12,12,1.01.02.04,Títulos de Renda Variável Não Vinculados à Cobertura de Provisões Técnicas,Receita Total
19,19,1.01.03,CRÉDITO DAS OPERAÇÕES,
20,20,1.01.03.01,Crédito das Operações - Prêmios a Receber,
22,22,1.01.03.03,Crédito das Operações - Resseguradoras,
23,23,1.01.03.04,Crédito das Operações - Previdência Complementar,
24,24,1.01.03.05,Crédito das Operações - Capitalização,
25,25,1.01.03.06,Outros Créditos Operacionais,
26,26,1.01.04,TÍTULOS E CRÉDITOS A RECEBER,
27,27,1.01.04.01,Imposto de Renda a Compensar,Receita Total
213,213,1.1.2.02.02,CREDITOS A RECEBER,
30,30,1.01.04.04,Cofins a Compensar,
31,31,1.01.04.05,PIS a Compensar,
32,32,1.01.04.06,Outros Créditos Tributários e Previdenciários,
34,34,1.01.04.08, Outros Títulos e Créditos a Receber,
38,38,1.01.05.03,Despesas Antecipadas,Despesas Operacionais
39,39,1.01.05.04,"Despesas de Comercialização, de Resseguros e de Retrocessões Diferidas",Despesas Operacionais
42,42,1.02.01.01,Títulos de Renda Fixa Vinculados à Cobertura de Provisões Técnicas,Receita Total
43,43,1.02.01.02,Títulos de Renda Fixa Não Vinculados à Cobertura de Provisões Técnicas,Receita Total
44,44,1.02.01.03,Títulos de Renda Variável Vinculados à Cobertura de Provisões Técnicas,Receita Total
45,45,1.02.01.04,Títulos de Renda Variável Não Vinculados à Cobertura de Provisões Técnicas,Receita Total
52,52,1.02.02,REALIZÁVEL A LONGO PRAZO - CRÉDITO DAS OPERAÇÕES,
53,53,1.02.02.01,Crédito das Operações - Prêmios a Receber,
54,54,1.02.02.02,Crédito das Operações - Seguradoras,
55,55,1.02.02.03,Crédito das Operações - Resseguradoras,
56,56,1.02.02.04,Crédito das Operações - Previdência Complementar,
57,57,1.02.02.05,Crédito das Operações - Capitalização,
60,60,1.02.03.01,Imposto de Renda a Compensar,Receita Total
62,62,1.02.03.03,Créditos de Previdência Social,
63,63,1.02.03.04,Cofins a Compensar,
64,64,1.02.03.05,PIS a Compensar,
65,65,1.02.03.06,Outros Créditos Tributários e Previdenciários,
71,71,1.02.04.03,Despesas Antecipadas,Despesas Operacionais
72,72,1.02.04.04,"Despesas de Comercialização, de Resseguros e de Retrocessões Diferidas",Despesas Operacionais
101,101,1.02.08.01,"Despesas de Organização, Implantação e Instalação",Despesas Operacionais
119,119,2.01.02.05,Seguros e Resseguros - Receitas de Comercialização Diferidas,Receita Total
195,195,2.02.07.04,Receitas Antecipadas,Receita Total
226,226,3.01.01.01.01.02.02,(-)Despesas com Sinistro,Despesas Operacionais
227,227,3.01.01.01.01.02.03,(-)Despesas com Benefícios e Resgates,Despesas Operacionais
232,232,3.01.01.01.01.02.08,(-)Despesas de Comissões,Despesas Operacionais
234,234,3.01.01.01.01.02.10,(-)Outras Despesas de Comercialização,Despesas Operacionais
236,236,3.01.01.01.01.02.12,Outras Receitas de Seguros,Receita Total
237,237,3.01.01.01.01.02.13,(-)Outras Despesas de Seguros,Despesas Operacionais
238,238,3.01.01.01.01.02.14,(-)Despesa com Provisão para Riscos de Créditos Duvidosos,Despesas Operacionais
239,239,3.01.01.01.01.02.15,Rendas de Contribuições Retidas - Previdência,Receita Total
241,241,3.01.01.01.01.02.17,(-)Despesas com Benefícios e Resgates - Previdência,Despesas Operacionais
242,242,3.01.01.01.01.02.18,(-)Despesas de Comercialização Retidas - Previdência,Despesas Operacionais
243,243,3.01.01.01.01.02.19,Outras Receitas de Previdência,Receita Total
244,244,3.01.01.01.01.02.20,(-)Outras Despesas de Previdência,Despesas Operacionais
245,245,3.01.01.01.01.02.21,Receita Líquida com Títulos de Capitalização,Receita Total
247,247,3.01.01.01.01.02.23,(-)Despesas com Resgates e Sorteios - Capitalização,Despesas Operacionais
248,248,3.01.01.01.01.02.24,(-)Despesas de Comercialização - Capitalização,Despesas Operacionais
249,249,3.01.01.01.01.02.25,Outras Receitas de Capitalização,Receita Total
250,250,3.01.01.01.01.02.26,(-) Outras Despesas de Capitalização,Despesas Operacionais
251,251,3.01.01.01.01.03,RECEITAS OPERACIONAIS,Receita Total
252,252,3.01.01.01.01.03.01,Receitas em Operações de Renda Fixa,Receita Total
253,253,3.01.01.01.01.03.02,Receitas em Operações de Renda Variável,Receita Total
256,256,3.01.01.01.01.03.05,Receitas de Juros sobre o Capital Próprio,Receita Total
262,262,3.01.01.01.01.03.11,Receita com Imóveis de Renda,Receita Total
265,265,3.01.01.01.01.03.14,Receitas Decorrentes de Ajustes a Valor Justo,Receita Total
266,266,3.01.01.01.01.03.15,Receitas Decorrentes de Ajustes a Valor Presente,Receita Total
267,267,3.01.01.01.01.03.16,Receitas Decorrentes de Outros Ajustes aos Padrões Internacionais de Contabilidade,Receita Total
268,268,3.01.01.01.01.03.17,Receitas Originárias de Planos de Benefícios Administrados por Entidades Fechadas de Previdência Com,Receita Total
271,271,3.01.01.01.01.03.20,Outras Receitas Operacionais,Receita Total
272,272,3.01.01.01.01.04,DESPESAS OPERACIONAIS,Despesas Operacionais
281,281,3.01.01.01.01.04.09,PIS/Pasep,
291,291,3.01.01.01.01.04.19,Outras Despesas Administrativas,Despesas Operacionais
292,292,3.01.01.01.01.04.20,(-)Perdas Incorridas no Mercado de Renda Variável,Receita Total
298,298,3.01.01.01.01.04.26,(-)Outras Despesas Financeiras,Despesas Operacionais
302,302,3.01.01.01.01.04.30,(-)Despesas com Imóveis de Renda,Receita Total
303,303,3.01.01.01.01.04.31,(-)Despesas Decorrentes de Ajustes a Valor Justo,Despesas Operacionais
304,304,3.01.01.01.01.04.32,(-)Despesas Decorrentes de Ajustes a Valor Presente,Despesas Operacionais
306,306,3.01.01.01.01.04.34,(-)Despesas Decorrentes de Outros Ajustes aos Padrões Internacionais de Contabilidade,Despesas Operacionais
308,308,3.01.01.02.01,"Receitas de Alienações de Bens e Direitos Classificados nos Subgrupos Investimentos, Imobilizado e I",Receita Mercadorias
310,310,3.01.01.02.03,Outras Receitas Não Relacionadas nas Linhas Anteriores,Receita Total
322,322,3.03.01,(-)Provisão para o Imposto de Renda,Receita Total
38,38,1.01.02,CRÉDITOS,
54,54,1.01.02.02.22,(-) Provisões para Créditos de Liquidação Duvidosa,
64,64,1.01.02.05.09,Outros Créditos em Contencioso - Circulante,
65,65,1.01.02.09,OUTROS CRÉDITOS - CIRCULANTE,
70,70,1.01.02.09.21,(-) Provisões para Outros Créditos de Liquidação Duvidosa,
72,72,1.01.02.09.23,(-) Juros a Apropriar Relativos a Ajustes a Valor Presente - Outros Créditos,
81,81,1.01.05,DESPESAS DO EXERCÍCIO SEGUINTE,Despesas Operacionais
82,82,1.01.05.01,DESPESAS DO EXERCÍCIO SEGUINTE - PAGAS ANTECIPADAMENTE,Despesas Operacionais
88,88,1.01.09.01.21,(-) Ajuste a Valor Presente - Receita Financeira a Apropriar,Receita Total
92,92,1.02.01.01,CRÉDITOS E VALORES - LONGO PRAZO,
107,107,1.02.01.01.15,Créditos por Contribuições e Doações - Longo Prazo,
108,108,1.02.01.01.21,(-) Provisões para Créditos de Liquidação Duvidosa - Longo Prazo,
112,112,1.02.01.02,CRÉDITOS EM CONTENCIOSO - LONGO PRAZO,
114,114,1.02.01.02.09,Outros Créditos em Contencioso - Longo Prazo,
115,115,1.02.01.09,DESPESAS PAGAS ANTECIPADAMENTE - LONGO PRAZO,Despesas Operacionais
118,118,1.02.01.09.09,Outros Custos e Despesas Pagos Antecipadamente - Longo Prazo,Despesas Operacionais
121,121,1.02.02.01.01,Participações Permanentes em Sociedades  - no País - Avaliadas pelo Custo,
123,123,1.02.02.01.03,Participações Permanentes em Coligadas - no País - Avaliadas pelo Custo,
131,131,1.02.02.02.01,Participações Permanentes em Sociedades  - no Exterior - Avaliadas pelo Custo,
133,133,1.02.02.02.03,Participações Permanentes em Coligadas - no Exterior - Avaliadas pelo Custo,
164,164,1.02.03.02,IMOBILIZADO - ARRENDAMENTO,Receita Total
170,170,1.02.03.02.09,Outras Imobilizações por Arrendamento,Receita Total
171,171,1.02.03.02.21,(-)Depreciações de Imobilizados Objeto de Arrendamento Mercantil,Receita Total
172,172,1.02.03.02.22,(-)Perdas Estimadas por Redução ao Valor Recuperável - Imobilizado Arrendamento,Receita Total
192,192,1.02.05.01.01,Despesas Pré-Operacionais ou Pré-Industriais,Despesas Operacionais
193,193,1.02.05.01.02,Despesas com Pesquisas Científicas ou Tecnológicas,Despesas Operacionais
194,194,1.02.05.01.09,Demais Aplicações em Despesas Amortizáveis,Despesas Operacionais
201,201,2.01.01.01.02,INSS a Recolher,
218,218,2.01.01.07.05,Arrendamento Mercantil - no País - Circulante,Receita Total
219,219,2.01.01.07.06,Arrendamento Mercantil - no Exterior - Circulante,Receita Total
239,239,2.01.01.15.03,Faturamento para Entrega Futura - Circulante,Receita Total
254,254,2.02.01.01.09,Arrendamento Mercantil - no País - Longo Prazo,Receita Total
255,255,2.02.01.01.10,Arrendamento Mercantil - no Exterior - Longo Prazo,Receita Total
277,277,2.02.01.13,RECEITAS DIFERIDAS,Receita Total
278,278,2.02.01.13.01,Receitas Diferidas,Receita Total
279,279,2.02.01.13.21,(-) Custos Correspondentes às Receitas Diferidas,Receita Total
304,304,4.01,RECEITAS,Receita Total
305,305,4.01.01,RECEITA DAS ATIVIDADES,Receita Total
306,306,4.01.01.01,RECEITA DE SUBVENÇÕES,Receita Total
312,312,4.01.01.02,RECEITA DE DOAÇÕES,Receita Total
318,318,4.01.01.03,RECEITA DE CONTRIBUIÇÕES,Receita Total
324,324,4.01.01.05,RECEITAS DA GRATUIDADE E DO TRABALHO VOLUNTÁRIO,Receita Total
325,325,4.01.01.05.01,Receitas da Gratuidade,Receita Total
326,326,4.01.01.05.09,(-) Custos e Despesas da Gratuidade,Despesas Operacionais
327,327,4.01.01.05.11,Receitas do Trabalho Voluntário,Receita Total
328,328,4.01.01.05.19,(-) Custos e Despesas do Trabalho Voluntário,Despesas Operacionais
329,329,4.01.01.07,RECEITA DA VENDA DE PRODUTOS/MERCADORIAS/SERVIÇOS,Receita serviços
334,334,4.01.01.07.02,VENDA DE MERCADORIAS,Receita Mercadorias
338,338,4.01.01.07.03,VENDA DE SERVIÇOS,Receita serviços
339,339,4.01.01.07.03.01,RECEITA DE PRESTAÇÃO DE SERVIÇOS EDUCACIONAIS - EDUCAÇÃO BÁSICA,Receita serviços
340,340,4.01.01.07.03.01.01,Receita de mensalidades (alunos pagantes),Receita Total
341,341,4.01.01.07.03.01.02,Receita de mensalidades revertidas como bolsas de estudo educação básica  (bolsistas integrais ? Fun,Receita Total
342,342,4.01.01.07.03.01.03,Receita de mensalidades revertidas como bolsas de estudo (bolsistas integrais ? critério de seleção,Receita Total
343,343,4.01.01.07.03.01.04,Receita de mensalidades revertidas como bolsas de estudo (bolsistas parciais 50% ? critério de seleç,Receita Total
344,344,4.01.01.07.03.01.05,Receita de mensalidades revertidas como bolsas de estudo (bolsistas parciais ? beneficiários previst,Receita Total
345,345,4.01.01.07.03.01.06,Receita de mensalidades revertidas como bolsas de estudo educação básica (bolsistas integrais ? bene,Receita Total
346,346,4.01.01.07.03.01.07,Receita de mensalidades revertidas como bolsas de estudo educação básica (bolsistas parciais 50% ? b,Receita Total
347,347,4.01.01.07.03.01.08,Receita de mensalidades revertidas como bolsas de estudo educação básica (outros casos não previstos,Receita Total
349,349,4.01.01.07.03.02,RECEITA DE PRESTAÇÃO DE SERVIÇOS EDUCACIONAIS ? EDUCAÇÃO SUPERIOR ? GRADUAÇÃO,Receita serviços
350,350,4.01.01.07.03.02.01,Receita de mensalidades (alunos pagantes),Receita Total
351,351,4.01.01.07.03.02.02,Receita de mensalidades revertidas como bolsas de estudo graduação (bolsistas integrais PROUNI ? Fun,Receita Total
352,352,4.01.01.07.03.02.03,Receita de mensalidades revertidas como bolsas de estudo graduação (bolsistas parciais 50% PROUNI ?,Receita Total
353,353,4.01.01.07.03.02.04,Receita de mensalidades revertidas como bolsas de estudo graduação (bolsistas parciais 25% PROUNI ?,Receita Total
354,354,4.01.01.07.03.02.05,Receita de mensalidades revertidas como bolsas de estudo graduação (bolsistas integrais PROUNI ? ben,Receita Total
355,355,4.01.01.07.03.02.06,Receita de mensalidades revertidas como bolsas de estudo graduação (bolsistas parciais 50% PROUNI ?,Receita Total
356,356,4.01.01.07.03.02.07,Receita de mensalidades revertidas como bolsas de estudo graduação (bolsistas parciais 25% PROUNI ?,Receita Total
357,357,4.01.01.07.03.02.08,Receita de mensalidades revertidas como bolsas de estudo graduação (bolsistas integrais ? Bolsas da,Receita Total
358,358,4.01.01.07.03.02.09,Receita de mensalidades revertidas como bolsas de estudo graduação (bolsistas parciais 50% ? Bolsas,Receita Total
359,359,4.01.01.07.03.02.10,Receita de mensalidades revertidas como bolsas de estudo graduação (outros casos não previstos),Receita Total
361,361,4.01.01.07.03.03,RECEITA DE PRESTAÇÃO DE SERVIÇOS EDUCACIONAIS ? EDUCAÇÃO SUPERIOR ? PÓS-GRADUAÇÃO,Receita serviços
362,362,4.01.01.07.03.03.01,Receita de mensalidades (alunos pagantes),Receita Total
363,363,4.01.01.07.03.03.02,Receita de mensalidades revertidas como bolsas de estudo pós-graduação (bolsistas integrais ? Funcio,Receita Total
364,364,4.01.01.07.03.03.03,Receita de mensalidades revertidas como bolsas de estudo pós-graduação (bolsistas parciais ? Funcion,Receita Total
365,365,4.01.01.07.03.03.04,Receita de mensalidades revertidas como bolsas de estudo pós-graduação (bolsistas integrais ? Bolsas,Receita Total
366,366,4.01.01.07.03.03.05,Receita de mensalidades revertidas como bolsas de estudo pós-graduação (bolsistas parciais ? Bolsas,Receita Total
367,367,4.01.01.07.03.03.06,Receita de mensalidades revertidas como bolsas de estudo pós-graduação (outros casos não previstos),Receita Total
370,370,4.01.01.07.03.04,RECEITA DE PRESTAÇÃO DE SERVIÇOS DE SAÚDE,Receita serviços
376,376,4.01.01.07.03.05,RECEITAS DA PRESTAÇÃO DE SERVIÇOS DE ASSISTÊNCIA SOCIAL,Receita serviços
382,382,4.01.01.09,OUTRAS RECEITAS,Receita Total
387,387,4.01.02,DEDUÇÕES DAS RECEITAS,Receita Total
388,388,4.01.02.01,DEDUÇÕES DAS RECEITAS DAS ATIVIDADES,Receita Total
389,389,4.01.02.01.01,(-) Vendas Canceladas e Devoluções de Vendas,Receita Total
392,392,4.01.02.01.04,(-) Cofins Sobre Receita Bruta,Receita Total
393,393,4.01.02.01.05,(-) PIS/Pasep Sobre Receita Bruta,Receita Total
395,395,4.01.02.01.09,(-) Demais Impostos e Contribuições Incidentes sobre Vendas e Serviços,Receita serviços
423,423,4.01.03,CUSTO DOS BENS E SERVIÇOS VENDIDOS,Custo Serviços
424,424,4.01.03.01,CUSTO DA VENDA DOS PRODUTOS/MERCADORIAS/SERVIÇOS,Receita serviços
425,425,4.01.03.01.01,Custo dos Produtos de Fabricação Própria Vendidos,Custo Mercadorias
426,426,4.01.03.01.02,Custo das Mercadorias Revendidas,Custo Mercadorias
427,427,4.01.03.01.03,Custo dos Serviços Prestados,Custo Serviços
